job_name,org_name,deadline,loc_name
Project Assistant including Interpretation/Translation (VietnameseÃ¢â‚¬â€œEnglish or Vietnamese-Japanese) Services,JAPAN INTERNATIONAL COOPERATION AGENCY (JICA) - NORRD PROJECT,"Thu, 2012-03-15",DIEN BIEN
Consultancy to Prepare an Activity Completion Report ,CARE,"Thu, 2012-03-15","CA MAU , SOC TRANG S, MEKONG DELTA, VIET NAM"
Field Administration Officer,WWF,"Fri, 2012-03-16",THUA THIEN HUE
Vacancies with Plan in Vietnam ,PLAN IN VIETNAM,"Mon, 2012-03-12",HA NOI
"Technical Officer (TB/HIV, TB in children, TB control in prisons, HSS, PMDT)",KNCV TUBERCULOSIS FOUNDATION,"Sat, 2012-03-17",HA NOI
"System and Network Administration (SNA) coordinator, English Training coordinator and Company Relation Assistant",EAST MEETS WEST FOUNDATION,"Sun, 2012-03-11",DA NANG
Project Development Manager,EDEC,"Thu, 2012-03-15",HO CHI MINH
"Consultant to Professional Media Production on APII Demonstration Model in Dong Ha Market,  Quang Tri",ABT ASSOCIATES INC.,"Fri, 2012-03-16",HA NOI
Consultant to External Evaluation ,CWS,"Tue, 2012-03-20",LAI CHAU
Project Manager ,GOOD NEIGHBORS INTERNATIONAL,"Tue, 2012-03-20",HOA BINH
03 Trainee Software Developer,UNIDO,"Tue, 2012-03-20",HA NOI
Program Approach Consultant,CARE,"Fri, 2012-03-09",HA NOI
M&E Project Manager,GLOBAL FUND PROJECT Ã‚â‚¬â€œ PHARMACOVIGILANCE COMPONENT Ã‚â‚¬â€œ THE NATIONAL DRUG INFORMATION AND ADVERSE DRUG REACTIONS MONITORING (DI&ADR CENTER),"Thu, 2012-03-15",HA NOI
 M & E Data Processor,GLOBAL FUND PROJECT Ã‚â‚¬â€œ PHARMACOVIGILANCE COMPONENT Ã‚â‚¬â€œ THE NATIONAL DRUG INFORMATION AND ADVERSE DRUG REACTIONS MONITORING (DI&ADR CENTER),"Thu, 2012-03-15",HA NOI
Administrative  Intern,HAGAR INTERNATIONAL IN VIETNAM,"Wed, 2012-03-14",HA NOI
Counselor,THE CLINTON HEALTH ACCESS INITIATIVE (CHAI),"Fri, 2012-03-30",HA NOI
01 National Coordination Specialist for Participatory Governance Assessment for REDD,UN-REDD,"Wed, 2012-03-21",HA NOI
Researcher,POPULATION SERVICES INTERNATIONAL (PSI),"Thu, 2012-03-15",HA NOI
Child Sponsorship Coordinator,ACTIONAID,"Sun, 2012-03-18",HA NOI
01 Communications and Campaigns Coordinator,ACTIONAID,"Sun, 2012-03-18",HA NOI
International Partnership Development Officer,ACTIONAID,"Sun, 2012-03-18",HA NOI
Northern Programme Coordinator,ACTIONAID,"Sun, 2012-03-18",HA NOI
Policy Coordinator,ACTIONAID,"Sun, 2012-03-18",HA NOI
"Program Monitoring and Evaluation Officer,",ACTIONAID,"Sun, 2012-03-18",HA NOI
Technical Advisor (WomenÃ¢â‚¬â„¢s Rights Ã¢â‚¬â€œ Education),ACTIONAID,"Sun, 2012-03-18",HA NOI
05 Project Officers/ Trainers,MALTESER INTERNATIONAL,"Sat, 2012-03-10",DA NANG
Finance Officer,PSI,"Sun, 2012-03-11",HA NOI
Consultant to Early Childhood Care Development Master Project (ECCD-MP) and  Quality Basic Education Master Project (QBE-MP),PLAN IN VIETNAM,"Fri, 2012-03-16",HA NOI
Research Team Leader,VIETSURVEY,"Thu, 2012-03-15",BEN TRE
Admin. & Finance Officer Ã¢â‚¬â€œ Humanitarian Programme,OXFAM,"Sun, 2012-03-11",BEN TRE
Project Officer Ã¢â‚¬â€œ Humanitarian Programme,OXFAM,"Sun, 2012-03-11",BEN TRE
Project Officer Ã¢â‚¬â€œ Humanitarian Programme,OXFAM,"Sun, 2012-03-11",HA NOI
Project Officer,BAN PHAT TRIEN TO CHUC HOI BAO VE QUYEN TRE EM VIET NAM,"Mon, 2012-03-12",HA NOI
Finance / Administrative Assistant,ABT ASSOCIATES INC.,"Fri, 2012-03-16","MY THO , TIEN GIANG"
"Consultant for Training on Communication Skills and Information, Communication & Education Materials",HELVETAS IN VIETAM,"Fri, 2012-03-30",LAI CHAU
"Tu Van Danh Gia Giua Ky Chuong Trinh Ho Tro Phat Trien huyen Tam Duong, tinh Lai Chau (Giai Doan 2006-2011)",ACTIONAID,"Wed, 2012-03-14",DIEN BIEN
Financial Service Manager,ANH-CHI-EM PROGRAM (ACE),"Mon, 2012-03-12",NA
Chuyen Gia ve Phat Trien cac Dich Vu Cong Tac Xa Hoi va Giao Duc (MS 03),VAN PHONG DU AN HO TRO PHAT TRIEN NGHE CONG TAC XA HOI,"Wed, 2012-03-14",HA NOI
Consultancy Service to Elaborate Training Material on Gender and Gender Equality,PAZ Y DESARROLLO (PYD),"Mon, 2012-03-05",QUANG NAM
Gender Specialist,SOCTRANG SME PROJECT MANAGEMENT UNIT,"Fri, 2012-03-09",SOC TRANG
Project Officer,HELVETAS IN VIETAM,"Thu, 2012-03-15",CAO BANG
Program Manager,EAST MEETS WEST FOUNDATION,"Fri, 2012-03-23",CAMBODIA
Senior Advisor REDD+/Project Coordinator,SNV,"Tue, 2012-03-13",HA NOI
Procurement Consultant,PSI,"Wed, 2012-03-07",HA NOI
02 Individual Consultants to Support the Implementation of the Condom Social Marketing Programme,Ã‚â‚¬Å’VIETNAM HIV/AIDS PREVENTION PROJECTÃ‚â‚¬ï¿½ FUNDED BY THE WORLD BANK AND DFID,"Mon, 2012-03-05",HA NOI
Grant Officers; Administrative Assistant,RTI,"Sat, 2012-03-10","HA NOI, HO CHI MINH"
Forest Inventory Expert,FFI,"Mon, 2012-03-05",KON TUM
Speech Therapist Volunteer in Vietnam,RTCCD,"Mon, 2012-03-12",HA NOI
English Language Volunteer in Vietnam,RTCCD,"Mon, 2012-03-12",HA NOI
International Consultant on Marginal Abatement Cost Curve,UNDP,"Thu, 2012-03-08",HA NOI
HIV Prevention Technical Officer ,CARE,"Mon, 2012-03-12",HA NOI
Home Community Based Care Technical Officer,CARE,"Mon, 2012-03-12",HA NOI
Environment Specialist,SOCTRANG SME PROJECT MANAGEMENT UNIT,"Fri, 2012-03-09",SOC TRANG
Technician for Water Supply and Sanitation Projects,IPADE,"Sat, 2012-03-10",HA NOI
Capacity Building Trainer on Leadership Skills and Organizational Strategy Management  ,THE CENTER FOR RURAL COMMUNITIES RESEARCH AND DEVELOPMENT (CCRD),"Thu, 2012-03-15",HA NOI
 Capacity Building Trainer on Proposal Writing Skills and Fundraising,THE CENTER FOR RURAL COMMUNITIES RESEARCH AND DEVELOPMENT (CCRD),"Thu, 2012-03-15",HA NOI
Consultants on Women's Economic Leadership (WEL),OXFAM,"Thu, 2012-03-15",LAO CAI
Office/Fundraising Assistant ,EAST MEETS WEST FOUNDATION,"Thu, 2012-03-15",HO CHI MINH
Project Assistant,UNDP,"Thu, 2012-03-15",HA NOI
Documentation & Knowledge Management Specialist,FHI 360,"Sat, 2012-03-10",HA NOI
02 Individual Consultants to Evaluate  05 Years Implementing Law on HIV/AIDS Prevention and Control,VIETNAM HIV/AIDS PREVENTION PROJECTÃ‚â‚¬ï¿½ FUNDED BY THE WORLD BANK AND DFID,"Mon, 2012-03-05",HA NOI
"Consultant Recruitment: O&M, Procurement, Renewable Energy",MEKONG DEVELOPMENT SERVICES,"Mon, 2012-03-05",HA NOI
"Monitoring, Evaluation and Learning Advisor",OXFAM,"Sat, 2012-03-10",HA NOI
International Monitoring and Evaluation Consultant,"TUYEN QUANG AGRICULTURE, FARMERS AND RURAL AREAS SUPPORT PROJECT (TNSP)","Fri, 2012-03-09",TUYEN QUANG
"Consultant for Database Design for Vietnam HIV Prevention, Care and Support Project",ARC,"Fri, 2012-03-16",HA NOI
IT Officer,FORMIS PROJECT,"Sat, 2012-03-10",HA NOI
Administrative and Interpreting Officer; Project Officer; Financial Officer,KNCV TUBERCULOSIS FOUNDATION,"Sun, 2012-03-04",HA NOI
Field Officer,PYD VIETNAM,"Sun, 2012-04-08",DA NANG
4 Experts to be Consultants for Dragon-Fruit Traceability Project,TRUNG TÃƒÂ¢M CHÃƒÂ­NH SÃƒÂ¡CH CHI<U+1EBF>N LU<U+1EE3>C NÃƒÂ´NG NGHI<U+1EC7>P NÃƒÂ´NG THÃƒÂ´N MI<U+1EC1>N NAM,"Mon, 2012-03-05","HO CHI MINH , TIEN GIANG , BINH THUAN"
Project Assistant,CSR PROJECT OFFICE,"Fri, 2012-03-09",HA NOI
Consultancy Service to Elaborate Training Material on Gender and Gender Equality,PAZ Y DESARROLLO (PYD),"Mon, 2012-03-05",QUANG NAM
Consultancy for TOT on Commune Investment Fund,PROJECT VIE029 Ã‚â‚¬Å’TECHNICAL ASSISTANCEÃ‚â‚¬ï¿½ (TA) TOWARDS Ã‚â‚¬Å’DEVELOPING BUSINESS WITH THE RURAL POOR IN CAO BANGÃ‚â‚¬ï¿½,"Mon, 2012-03-05",CAO BANG
Teacher with a Degree in Special Education,THE KIANH FOUNDATION,"Fri, 2012-03-30",QUANG NAM
Senior Health Systems and Health Care Financing Specialist ,"HEALTH POLICY INITIATIVE VIETNAM, HANOI OFFICE","Sun, 2012-03-04",HA NOI
Administrative Assistant cum Receptionist,UNODC,"Thu, 2012-03-08",HA NOI
Program Officer ,EAST MEETS WEST FOUNDATION,"Mon, 2012-03-05",HA NOI
Area Development Program ADP Coordinator (3 positions),WORLD VISION,"Sun, 2012-03-11",DIEN BIEN
Social Work Program Manager; Deputy Chief of Party,PACT VIETNAM,"Mon, 2012-02-27",HA NOI
Tu Van cho Du an Phat Trien Kinh Doanh Voi Nguoi Ngheo Nong Thong (DBRP) tinh Cao Bang,BAN QU<U+1EA3>N LÃƒÂ½ D<U+1EF1> ÃƒÂ¡N PHÃƒÂ¡T TRI<U+1EC3>N KINH DOANH V<U+1EDB>I NGU<U+1EDD>I NGHÃƒÂ¨O NÃƒÂ´NG THÃƒÂ´N (DBRP) T<U+1EC9>NH CAO B<U+1EB1>NG,"Thu, 2012-03-08",CAO BANG
Disaster Risk Reduction/Climate Change Adaptation (DRR/CCA) Program Officer ,OXFAM,"Tue, 2012-03-20",HA NOI
Project Officer,FRC,"Fri, 2012-03-02",DONG THAP
"Consultant to SYB Training Course: Planning, Start-Up and Set-Up Business Initiatives",SPANISH RED CROSS,"Sat, 2012-03-10","HUNG YEN , LAM DONG"
Translators / Interpreters,WORLDWIDE ORPHANS FOUNDATION (WWO),"Wed, 2012-02-29",HO CHI MINH
Wildlife Trade Research Officer,ENV,"Thu, 2012-03-29",HA NOI
National Consultant(s): Environment Engineer/Expert on Centralized Slaughterhouses ,ABT ASSOCIATES INC.,"Fri, 2012-03-09","KIEN GIANG , CAN THO"
Sponsor Relations Volunteer,CHILDFUND VIETNAM,"Thu, 2012-03-01",HA NOI
Administration Officer; Book Keeper; Sponsor Service Departement Officer,GOOD NEIGHBORS INTERNATIONAL,"Sat, 2012-03-10",HA NOI
Consultant to Assessment of the Impact of Applying the CCM on the Quality of Primary Education in Dak Nong Project RVNA95,OXFAM,"Thu, 2012-03-08",DAK NONG
Full Time Administrative and Finance Intern ,EAST MEETS WEST FOUNDATION,"Thu, 2012-03-01",HA NOI
Project Coordinator Ã¢â‚¬â€œ BUILD,IDEA,"Wed, 2012-02-29",HA NOI
Program Assistant,IDEA,"Wed, 2012-02-29",HA NOI
Hospitality Trainer,STREETS INTERNATIONAL,"Wed, 2012-02-29","HOI AN, QUANG NAM"
Senior Health Systems and Health Care Financing Specialist ,HEALTH POLICY INITIATIVE VIETNAM,"Sun, 2012-03-04",HA NOI
Marketing Officer,RENEW PROJECT,"Wed, 2012-02-29",QUANG TRI
Training & Extension Director ,ACDI/VOCA VIETNAM,"Mon, 2012-03-05",HO CHI MINH
"Consultant to Publishing of the Toolkit on Application Active Teaching and Learning Methodologies into Teaching Math, Vietnamese and Natural-Social Subjects in Grade 1 and 2",PLAN IN VIETNAM,"Sun, 2012-03-04",HA NOI
Consultants to Carry Out Final Evaluation in Bien Hoa City,IMPROVEMENT OF QUALITY OF LIFE OF PEOPLE WITH DISABILITIES,"Fri, 2012-02-24",DONG NAI
Intern - Communications Assistant,RECOFTC VIETNAM COUNTRY PROGRAM,"Tue, 2012-03-06",HA NOI
Finance & Administration Officer and Administration & Account Assistant,HELPAGE INTERNATIONAL OFFICE,"Fri, 2012-02-24",HA NOI
Medical Counseling Trainer,CENTER FOR RESEARCH AND TRAINING ON HIV/AIDS (CREATA),"Fri, 2012-02-24",HA NOI
Area Development Program Coordinator ,WORLD VISION,"Sun, 2012-03-04",QUANG NGAI
Consultant to Options for Bundling and Stacking Payments for Forest Ecosystem Services with REDD+ Payments: Operationalizing National Policy in Vietnam,SNV,"Fri, 2012-03-02",HA NOI
Project Officer,ADRA,"Thu, 2012-03-15",TAY NINH
Office Manager,EAST MEETS WEST FOUNDATION,"Thu, 2012-03-01",HA NOI
01 International Consultant to Provide Technical Assistance to Biodiversity Conservation Agency (BCA) in the Preparation of National Biodiversity Strategic Action Plan,UNDP,"Thu, 2012-02-23",HA NOI
Microfinance Operations Office;  Associate Operations Officer/Operations Officer,IFC,"Mon, 2012-02-20",HA NOI
Researcher,WARECOD,"Wed, 2012-02-29",HA NOI
Receptionist,IOM,"Sun, 2012-02-26",HO CHI MINH
Tu Van Danh Gia Tac Dong Chuong Trinh Ho Tro Phat Trien Thanh Pho Uong Bi  DA101  2006- 2011,ACTIONAID,"Mon, 2012-02-27",QUANG NINH
Communication and Public Awareness Supervisor,ENV,"Sat, 2012-03-10",HA NOI
Policy and Legislative Program Officer,ENV,"Sat, 2012-03-10",HA NOI
Technical Assistance to the Establishment of Investment & Trading Promotion Centre in Cao Bang Province (National Short-Term Consultant),LUX-DEVELOPMENT,"Wed, 2012-02-29",CAO BANG
Senior Policy Advisor for Waste Water Management Programme,CARE,"Fri, 2012-03-02",HA NOI
Technical Officer- HIV Prevention for the HIV/AIDS Project,CHEMONICS INTERNATIONAL INC.,"Fri, 2012-02-24",HA NOI
HIV Prevention and M&E Officer,SAVE THE CHILDREN,"Thu, 2012-02-23",HO CHI MINH
Administrative Officer,PSI,"Mon, 2012-02-27",HA NOI
Human Resource / Administrative Officer,NA,"Wed, 2012-02-22",NA
Advisor REDD+/Site Manager,SNV,"Fri, 2012-02-24",CA MAU
Senior Advisor Environmental Economics,SNV,"Fri, 2012-02-24",HO CHI MINH
International Consultant to Provide Service as Resource Person in VBFÃ¢â‚¬â„¢s International Workshop on Rights of Defense Lawyers in Criminal Procedure Code,UNDP,"Sun, 2012-02-19",HA NOI
Environmental Education Officer,ENV,"Wed, 2012-02-29",HA NOI
Project Officer,GRC,"Thu, 2012-02-23",HA NOI
Chauffeur,U.S. EMBASSY HANOI,"Fri, 2012-02-24",HA NOI
Request for Expressions of Interest - Enhancing Capacity in Low Emissions Development Data Needs Assessment in Vietnam,ABT ASSOCIATES INC.,"Mon, 2012-02-27",HA NOI
Technical Assistance (TA) for SWOT Analysis and Data Preparation for the 5 Year SME Development Plan of Soc Trang Province,CTA,"Sat, 2012-02-18",SOC TRANG
Girl Education Program Officer,ROOM TO READ,"Sat, 2012-02-25",VINH LONG
"Legal Aid Officer, Media Officer, Office Assistant and Project Manager",ISEE,"Mon, 2012-02-27",HA NOI
"Consultant for the Design of an Irrigation System in the Hoang Khanh Rural Commune, Hoang Hoa District, Thanh Hoa",CIDEAL FOUNDATION,"Wed, 2012-02-29",THANH HOA
ToT (Training of Trainers) Trainer for Baseline Survey and Market Research Implementation,SPANISH RED CROSS,"Thu, 2012-03-01",HA NOI
Field Assistant to Team Leader for UNDP-MARD research project.,UNDP,"Wed, 2012-02-15",HA NOI
Vietnamese Consulting Organizations or Local Capacity Builders ,SNV,"Wed, 2012-02-15",HA NOI
Programme Officer ,OXFAM,"Thu, 2012-02-23",HA NOI
National Technical Officer,FAO,"Mon, 2012-02-20",HA NOI
Assistant Project Coordinator,CFSI,"Wed, 2012-02-29",HA NOI
Agricultural Specialist,PACT VIETNAM,"Mon, 2012-02-13",HA NOI
02 General Accountants,CENTER FOR COOPERATION HUMAN RESOURCE DEVELOPMENT (C&D),"Sun, 2012-02-19",HA NOI
Refresher Training of Trainer (TOT),POPULATION SERVICES INTERNATIONAL (PSI),"Thu, 2012-02-16",HA NOI
Short-Term Service of a Photographer for VVOB Vietnam ,VVOB,"Mon, 2012-02-27",HA NOI
Country Director,WORLD CONCERN LAOS,"Wed, 2012-02-29",LAO
Timber Trade Coordinator,WWF,"Tue, 2012-02-28","VIETNAM, LAO"
Project Design and Management Expert,BEYOND WTO PROGRAM,"Wed, 2012-02-22",HA NOI
Advisor on Impact Orientation,BREAD FOR THE WORLD,"Mon, 2012-02-13",HA NOI
Communications & Research Intern,SPARK CENTER,"Tue, 2012-02-21",HA NOI
Programme Officer ,PEACE AND DEVELOPMENT VIETNAM (PYD),"Mon, 2012-02-20",DA NANG
Gender and M&E Specialist: Team Leader (International),PACT VIETNAM,"Mon, 2012-02-13",HA NOI
Finance Assistant,CHILDFUND VIETNAM,"Mon, 2012-02-20",HA NOI
Accountant,HELVETAS IN VIETAM,"Wed, 2012-02-15",HO CHI MINH
Project Advisor,HELVETAS IN VIETAM,"Wed, 2012-02-15",HO CHI MINH
Program Assistant,SNV,"Mon, 2012-02-20",CAN THO
Consultancy of CTS Species Conservation and Law Enforcement,WWF,"Wed, 2012-02-15",THUA THIEN HUE
Project Administration Officer,WWF,"Wed, 2012-02-15",QUANG NAM
Program Manager; Project Manager; Accounting/Administrative Assistant;  Administrator/Translator/English Teacher; Field Assistants,WORLD CONCERN LAOS,"Wed, 2012-02-29",LAO
Short-term Procurement Consultant (Procurement Coordinator),WORLD CONCERN VIETNAM,"Mon, 2012-02-20",HA NOI
Web Admin,VNAH,"Sat, 2012-02-18",HA NOI
"Consultant for Livelihood model and Brandname Development in the scope of the project ""Promoting Social Responses to Gender-based Violence in Viet Nam""",CSAGA,"Wed, 2012-02-22",HA NOI
Accountant,HELVETAS IN VIETAM,"Sun, 2012-02-26",CAO BANG
Programme  Assistant,PEACE AND DEVELOPMENT VIETNAM (PYD),"Sun, 2012-02-26",QUANG NAM
Programme Officer,PEACE AND DEVELOPMENT VIETNAM (PYD),"Sun, 2012-02-26",QUANG NAM
Financial Management Specialist,THE INTERNATIONAL FUND FOR AGRICULTURAL DEVELOPMENT (IFAD),"Wed, 2012-02-29",HA NOI
Project Officer,CSEED,"Fri, 2012-02-10",HA NOI
National Coordinator - Economic Development,WORLD VISION,"Wed, 2012-02-15",HA NOI
Editor/ Communication Specialist,UNV,"Sun, 2012-02-12",HA NOI
Manager,WORLD VISION,"Wed, 2012-02-15",THANH HOA
Health Specialist; Nutrition Specialist ,UNICEF,"Tue, 2012-02-14",HA NOI
"Consultant to Final Evaluation of the Project Ã¢â‚¬Å“Disadvantaged Peasants Diversify Their Livelihoods in Phu My and Viet Yen communeS, Van Quan district, Lang son provinceÃ¢â‚¬ï¿½ ",CSEED,"Fri, 2012-02-10",LANG SON
"Consultant to Final Evaluation of the Project Ã¢â‚¬Å“ Effective Land Use and Diversified Environmental Livelihood for Poor Communities in Lac Son District, Hoa Binh Province""",CSEED,"Fri, 2012-03-30",HOA BINH
Short-term Aquaculture National Consultant,SNV,"Wed, 2012-02-08",NA
Finance and Admin Manager; Grant Officer; Finance & Administration Assistant,RTI INTERNATIONAL,"Mon, 2012-02-13","HA NOI, HO CHI MINH"
Project Assistant ,WOOLCOCK INSTITUTE OF MEDICAL RESEARCH (WIMR),"Thu, 2012-02-09",HA NOI
01 Junior Infrastructure Engineer (JIE),LUX-DEVELOPMENT,"Mon, 2012-02-20",CAO BANG
Administrative Intern,HKI,"Mon, 2012-02-06",HA NOI
Project Officer,GIZ,"Wed, 2012-02-01",YEN BAI
Communication Officer,OXFAM,"Mon, 2012-02-20",HA NOI
Local Programme Officer,OXFAM,"Tue, 2012-02-07",LAO CAI
Programme Officer ,OXFAM,"Tue, 2012-02-07",HA NOI
Administrative Officer,WWO,"Mon, 2012-02-20",HO CHI MINH
Consultant to Review of Opportunity Cost Analysis for REDD+ in Lam Dong,SNV,"Tue, 2012-01-31",LAM DONG
RBA Livelihood Officer ,CARE,"Fri, 2012-02-03",NGHE AN
Consultant for Developing Gender Integration Guidelines into Commune Social Economic Development Plan (C-SEDP),OXFAM,"Wed, 2012-02-01",QUANG TRI
02 Teaching Training Consultants,SAVE THE CHILDREN,"Tue, 2012-02-07",HA NOI
Value Chain and Market Development Expert (VCMDE),LUX-DEVELOPMENT,"Mon, 2012-02-13",CAO BANG
Intern Ã¢â‚¬â€œ Child Rights Governance,SAVE THE CHILDREN,"Tue, 2012-01-31",HA NOI
Project Officer Ã¢â‚¬â€œ Child Rights Governance,SAVE THE CHILDREN,"Wed, 2012-02-15",HO CHI MINH
Two National Consultants to Assist 1/ in the Development of Provincial Visions on Career Guidance and / in the Development of Online Content Management System Supporting Career Guidance,VVOB,"Wed, 2012-02-15","TAM KY, VINH, HA NOI"
Service Provider on the component of Micro Finance,THE NETHERLANDS RED CROSS IN VIETNAM,"Fri, 2012-02-03","QUANG BINH , QUANG TRI"
Accountant ,JOHNS HOPKINS UNIVERSITY,"Wed, 2012-02-29",HA NOI
Contracts and Finance Officer,SNV,"Fri, 2012-02-10",CAN THO
"Project Officer: Micro Insurance, Micro Credit and Economic Analysis",ECONOMICA VIETNAM,"Wed, 2012-02-08",HA NOI
Local Short-term Expert for the Final Evaluation of an Infection Control Model,ABT ASSOCIATES INC.,"Fri, 2012-02-10",HA NOI
Project Manager,HEALTHBRIDGE,"Fri, 2012-02-10",HA NOI
Disaster Risk Reduction/Climate Change Adaptation (DRR/CCA) Program Officer ,OXFAM,"Wed, 2012-02-08",HA NOI
Project Officer,OXFAM,"Fri, 2012-02-03",HA NOI
Consultant with Plan in Vietnam ,PACT VIETNAM,"Mon, 2012-01-30",CAN THO
Climate Change Opportunities at Pact,SNV,"Tue, 2012-01-31",HA NOI
Advisor Aquaculture (Re-advertisement),WOOLCOCK INSTITUTE OF MEDICAL RESEARCH (WIMR),"Tue, 2012-02-14",HA NOI
Project Assistant,ENV,"Thu, 2012-02-09",NA
Policy and Legislative Program Officer,NA,"Wed, 2012-02-15",NA
Environmental Education Officer,ENV,"Fri, 2012-02-17",HA NOI
Wildlife Trade Research Officer,ENV,"Fri, 2012-02-17",HA NOI
Communication and Public Awareness Officer,ENV,"Fri, 2012-02-17",HA NOI
Communication and Public Awareness Supervisor,ENV,"Wed, 2012-02-15",HA NOI
Career Opportunities at Abt Associates Inc.,ABT ASSOCIATES INC.,"Sun, 2012-02-19",DA NANG
Livelihoods Officer for the HIV/AIDS Project,CARE,"Fri, 2012-02-10",HA NOI
Capacity Project Officer for the HIV/AIDS Project,CARE,"Fri, 2012-02-10",HA NOI
Advocacy Officer,BQLDA TP VUSTA Ã‚â‚¬â€œ DU AN QUY TOAN CAU PHONG CHONG HIV/AIDS,"Fri, 2012-02-10",HA NOI
Consultant for Fundraising and Outreach,CRS,"Sun, 2012-02-05",HA NOI
Project Coordinator,CHILDFUND VIETNAM,"Fri, 2012-02-10",NA
Green Office Consultant,WWF,"Mon, 2012-01-30",HO CHI MINH
Senior Program Officer and Program Officer,FHI,"Mon, 2012-01-30",HA NOI
